timestamp,model_id,task,dataset_split,dataset_size,seq_len,batch_size,dtype,method,rank,budget,scope,backend,seed,calib_dataset,calib_split,calib_samples,calib_batches,calib_seed,calib_seq_len,metric_name,metric_value,latency_ms,throughput_sps,peak_mem_mb,param_ratio,notes,git_commit
2026-02-09T15:38:44,textattack/bert-base-uncased-SST-2,sst2,validation,872,128,32,fp16,svd,512,,qkv+ffn,naive,0,,,,,,,accuracy,0.895089,43.43,736.8,360.2,1.0000,SVD rank=512 naive backend,886d557
2026-02-09T15:39:16,textattack/bert-base-uncased-SST-2,sst2,validation,872,128,32,fp16,svd,512,,qkv+ffn,flashsvd,0,,,,,,,accuracy,0.895089,154.22,207.5,276.3,1.0000,SVD rank=512 flashsvd backend,886d557
2026-02-09T15:39:41,textattack/bert-base-uncased-SST-2,sst2,validation,872,128,32,fp16,fwsvd,512,,qkv+ffn,naive,0,sst2,train,128,4,0,128,accuracy,0.921875,43.23,740.3,367.4,1.0000,FWSVD rank=512 naive backend,886d557
2026-02-09T15:40:16,textattack/bert-base-uncased-SST-2,sst2,validation,872,128,32,fp16,fwsvd,512,,qkv+ffn,flashsvd,0,sst2,train,128,4,0,128,accuracy,0.922991,155.58,205.7,283.1,1.0000,FWSVD rank=512 flashsvd backend,886d557
