model_family,model_tag,is_instruct,method,keep_ratio,dtype,compression_success,eval_success,task_set,metric_protocol,wikitext2_ppl,c4_ppl,ptb_ppl,boolq_acc,boolq_acc_norm,boolq_std,arc_challenge_acc,arc_challenge_acc_norm,arc_challenge_std,arc_easy_acc,arc_easy_acc_norm,arc_easy_std,hellaswag_acc,hellaswag_acc_norm,hellaswag_std,winogrande_acc,winogrande_acc_norm,winogrande_std,openbookqa_acc,openbookqa_acc_norm,openbookqa_std,piqa_acc,piqa_acc_norm,piqa_std,mathqa_acc,mathqa_acc_norm,mathqa_std,avg_score,checkpoint_path,checkpoint_size_gb,seq_len,eval_batch_size,device,lm_eval_version,transformers_version,timestamp,notes
llama,Llama-3.1-8B,0,baseline_bos_check,1.0,bf16,yes,yes,main8,boolq=acc;arc_challenge=acc_norm;arc_easy=acc_norm;hellaswag=acc_norm;winogrande=acc;openbookqa=acc_norm;piqa=acc_norm;mathqa=acc,N/A,N/A,N/A,N/A,N/A,N/A,0.515358,0.536689,N/A,N/A,N/A,N/A,0.599980,0.789982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.663336,meta-llama/Llama-3.1-8B,N/A,2048,2,cuda:0,0.4.11,4.57.6,2026-04-08T21:55:57,
