timestamp,model_id,task,dataset_split,dataset_size,seq_len,batch_size,dtype,method,qkv_mode,rank,budget,scope,backend,attn_mode,seed,calib_dataset,calib_split,calib_samples,calib_batches,calib_seed,calib_seq_len,calib_source,eval_target,metric_name,metric_value,latency_ms,throughput_sps,peak_mem_infer_mb,peak_mem_e2e_mb,peak_mem_mb,param_ratio,original_params,compressed_params,total_param_ratio,total_original_params,total_compressed_params,notes,git_commit
2026-03-04T22:01:01,textattack/bert-base-uncased-MNLI,hans,validation,30000,512,32,bf16,dense,per_head,,,qkv+ffn,naive,einsum,0,,,,,,,,hans:validation,accuracy,0.558800,26.39,1212.4,504.5,504.5,504.5,1.0000,109484547,109484547,1.0000,109484547,109484547,,053f0d1
2026-03-04T22:02:33,textattack/bert-base-uncased-MNLI,hans,validation,30000,512,32,bf16,svd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,,,,,,,,hans:validation,accuracy,0.513033,64.46,496.5,1006.1,1006.1,1006.1,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:06:04,textattack/bert-base-uncased-MNLI,hans,validation,30000,512,32,bf16,fwsvd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,mnli,train,512,16,0,512,mnli:train,hans:validation,accuracy,0.538733,64.78,494.0,1013.7,6807.1,6807.1,0.5275,84934656,44798976,0.6334,109484547,69348867,peak_e2e_includes_compression=6807MB;infer_only=1014MB,053f0d1
2026-03-04T22:07:38,textattack/bert-base-uncased-MNLI,hans,validation,30000,512,32,bf16,drone,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,mnli,train,512,16,0,512,mnli:train,hans:validation,accuracy,0.501167,64.50,496.1,1006.1,1322.6,1322.6,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:12:47,textattack/bert-base-uncased-MNLI,hans,validation,30000,512,32,bf16,adasvd,full,,0.527,qkv+ffn,naive,einsum,0,mnli,train,128,4,0,512,mnli:train,hans:validation,accuracy,0.518633,28.29,1131.1,933.9,8601.4,8601.4,0.5266,84934656,44723712,0.6327,109484547,69273603,peak_e2e_includes_compression=8601MB;infer_only=934MB,053f0d1
2026-03-04T22:13:04,textattack/bert-base-uncased-MNLI,anli_r1,test_r1,1000,512,32,bf16,dense,per_head,,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r1:test_r1,accuracy,0.228000,26.57,1204.4,504.5,504.5,504.5,1.0000,109484547,109484547,1.0000,109484547,109484547,,053f0d1
2026-03-04T22:13:26,textattack/bert-base-uncased-MNLI,anli_r1,test_r1,1000,512,32,bf16,svd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r1:test_r1,accuracy,0.334000,64.52,496.0,1006.1,1006.1,1006.1,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:13:56,textattack/bert-base-uncased-MNLI,anli_r1,test_r1,1000,512,32,bf16,fwsvd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r1,train_r1,512,16,0,512,anli_r1:train_r1,anli_r1:test_r1,accuracy,0.312000,64.91,493.0,1013.7,6807.1,6807.1,0.5275,84934656,44798976,0.6334,109484547,69348867,peak_e2e_includes_compression=6807MB;infer_only=1014MB,053f0d1
2026-03-04T22:14:20,textattack/bert-base-uncased-MNLI,anli_r1,test_r1,1000,512,32,bf16,drone,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r1,train_r1,512,16,0,512,anli_r1:train_r1,anli_r1:test_r1,accuracy,0.284000,64.42,496.8,1006.1,1322.6,1322.6,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:17:43,textattack/bert-base-uncased-MNLI,anli_r1,test_r1,1000,512,32,bf16,adasvd,full,,0.527,qkv+ffn,naive,einsum,0,anli_r1,train_r1,128,4,0,512,anli_r1:train_r1,anli_r1:test_r1,accuracy,0.306000,27.69,1155.6,933.9,8601.4,8601.4,0.5269,84934656,44751360,0.6330,109484547,69301251,peak_e2e_includes_compression=8601MB;infer_only=934MB,053f0d1
2026-03-04T22:17:59,textattack/bert-base-uncased-MNLI,anli_r2,test_r2,1000,512,32,bf16,dense,per_head,,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r2:test_r2,accuracy,0.281000,26.23,1220.0,504.5,504.5,504.5,1.0000,109484547,109484547,1.0000,109484547,109484547,,053f0d1
2026-03-04T22:18:22,textattack/bert-base-uncased-MNLI,anli_r2,test_r2,1000,512,32,bf16,svd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r2:test_r2,accuracy,0.332000,64.42,496.7,1006.1,1006.1,1006.1,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:19:00,textattack/bert-base-uncased-MNLI,anli_r2,test_r2,1000,512,32,bf16,fwsvd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r2,train_r2,512,16,0,512,anli_r2:train_r2,anli_r2:test_r2,accuracy,0.319000,64.91,493.0,1013.7,6807.1,6807.1,0.5275,84934656,44798976,0.6334,109484547,69348867,peak_e2e_includes_compression=6807MB;infer_only=1014MB,053f0d1
2026-03-04T22:19:24,textattack/bert-base-uncased-MNLI,anli_r2,test_r2,1000,512,32,bf16,drone,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r2,train_r2,512,16,0,512,anli_r2:train_r2,anli_r2:test_r2,accuracy,0.333000,64.47,496.3,1006.1,1322.6,1322.6,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:22:46,textattack/bert-base-uncased-MNLI,anli_r2,test_r2,1000,512,32,bf16,adasvd,full,,0.527,qkv+ffn,naive,einsum,0,anli_r2,train_r2,128,4,0,512,anli_r2:train_r2,anli_r2:test_r2,accuracy,0.319000,28.11,1138.3,934.0,8601.4,8601.4,0.5270,84934656,44757504,0.6330,109484547,69307395,peak_e2e_includes_compression=8601MB;infer_only=934MB,053f0d1
2026-03-04T22:23:04,textattack/bert-base-uncased-MNLI,anli_r3,test_r3,1200,512,32,bf16,dense,per_head,,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r3:test_r3,accuracy,0.292500,26.15,1223.8,504.5,504.5,504.5,1.0000,109484547,109484547,1.0000,109484547,109484547,,053f0d1
2026-03-04T22:23:28,textattack/bert-base-uncased-MNLI,anli_r3,test_r3,1200,512,32,bf16,svd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,,,,,,,,anli_r3:test_r3,accuracy,0.343333,64.30,497.7,1006.1,1006.1,1006.1,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:24:23,textattack/bert-base-uncased-MNLI,anli_r3,test_r3,1200,512,32,bf16,fwsvd,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r3,train_r3,512,16,0,512,anli_r3:train_r3,anli_r3:test_r3,accuracy,0.350000,64.72,494.4,1013.7,6807.1,6807.1,0.5275,84934656,44798976,0.6334,109484547,69348867,peak_e2e_includes_compression=6807MB;infer_only=1014MB,053f0d1
2026-03-04T22:24:47,textattack/bert-base-uncased-MNLI,anli_r3,test_r3,1200,512,32,bf16,drone,full,ra312_rf256_rw208,,qkv+ffn,naive,einsum,0,anli_r3,train_r3,512,16,0,512,anli_r3:train_r3,anli_r3:test_r3,accuracy,0.349167,64.31,497.6,1006.1,1322.6,1322.6,0.5275,84934656,44798976,0.6334,109484547,69348867,,053f0d1
2026-03-04T22:28:10,textattack/bert-base-uncased-MNLI,anli_r3,test_r3,1200,512,32,bf16,adasvd,full,,0.527,qkv+ffn,naive,einsum,0,anli_r3,train_r3,128,4,0,512,anli_r3:train_r3,anli_r3:test_r3,accuracy,0.341667,27.76,1152.7,934.0,8601.4,8601.4,0.5266,84934656,44723712,0.6327,109484547,69273603,peak_e2e_includes_compression=8601MB;infer_only=934MB,053f0d1
