timestamp,model_id,rank_config,git_commit,task,method,backend,sdpa_path,dtype,seq_len,batch_size,input_mode,synthetic_seed,synthetic_vocab_size,useful_flops_abs,rank_pad_flops_abs,total_flops_abs,useful_tflop_rate,rank_pad_tflop_rate,achieved_tflop_rate,rank_pad_pct,seq_pad_pct,avg_eff_tokens,arith_intensity,latency_ms,latency_ms_std,throughput_sps,throughput_sps_std,n_repeats,peak_mem_mb,mfu
2026-03-04T17:31:52,textattack/bert-base-uncased-QNLI,b0.527_per_head,192d147,qnli,adasvd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.8622,0.0828,1.9450,70.895,3.152,74.047,4.26,0.00,512.0,161.0,26.27,0.04,1218.3,1.8,3,612.4,0.1010
2026-03-04T17:32:13,textattack/bert-base-uncased-QNLI,b0.527_per_head,192d147,qnli,adasvd,flashsvd,,bf16,512,32,real,,,1.8622,0.0828,1.9450,43.464,1.933,45.397,4.26,90.05,50.9,161.0,42.84,0.03,746.9,0.6,3,366.7,0.0619
2026-03-04T17:32:31,textattack/bert-base-uncased-QNLI,b0.527_per_head,192d147,qnli,adasvd,flashsvd,,bf16,512,32,synthetic,42,30522,1.8622,0.0828,1.9450,43.417,1.930,45.347,4.26,0.00,512.0,161.0,42.89,0.06,746.1,1.1,3,351.0,0.0619
2026-03-04T17:32:49,textattack/bert-base-uncased-QNLI,b0.527_per_head,192d147,qnli,adasvd,flashsvd15,,bf16,512,32,real,,,1.8622,0.0828,1.9450,93.913,4.176,98.088,4.26,90.05,50.9,161.0,19.83,0.04,1613.8,3.6,3,365.3,0.1338
2026-03-04T17:33:04,textattack/bert-base-uncased-QNLI,b0.527_per_head,192d147,qnli,adasvd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.8622,0.0828,1.9450,90.790,4.037,94.827,4.26,0.00,512.0,161.0,20.51,0.04,1560.2,3.3,3,349.6,0.1294
2026-03-04T17:33:28,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.806,3.953,29.758,13.28,86.70,68.1,159.9,64.78,0.15,493.9,1.2,3,1005.2,0.0406
2026-03-04T17:33:48,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.656,5.002,37.658,13.28,0.00,512.0,159.9,51.19,0.08,625.1,1.0,3,989.2,0.0514
2026-03-04T17:34:07,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.600,9.742,73.342,13.28,86.70,68.1,159.9,26.29,0.10,1217.4,4.6,3,621.2,0.1001
2026-03-04T17:34:22,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,66.068,10.120,76.188,13.28,0.00,512.0,159.9,25.30,0.03,1264.6,1.7,3,605.2,0.1039
2026-03-04T17:34:43,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.965,5.816,43.781,13.28,86.70,68.1,159.9,44.04,0.03,726.7,0.5,3,357.4,0.0597
2026-03-04T17:35:03,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.594,5.759,43.353,13.28,0.00,512.0,159.9,44.47,0.05,719.6,0.7,3,341.4,0.0591
2026-03-04T17:35:20,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,75.161,11.513,86.674,13.28,86.70,68.1,159.9,22.24,0.12,1438.7,7.7,3,363.7,0.1182
2026-03-04T17:35:35,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,svd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,74.055,11.344,85.399,13.28,0.00,512.0,159.9,22.58,0.05,1417.5,2.9,3,342.8,0.1165
2026-03-04T17:35:59,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.795,3.951,29.747,13.28,86.70,68.1,159.9,64.81,0.15,493.7,1.1,3,1005.2,0.0406
2026-03-04T17:36:18,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.689,5.007,37.697,13.28,0.00,512.0,159.9,51.14,0.06,625.7,0.7,3,989.2,0.0514
2026-03-04T17:36:36,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.507,9.728,73.235,13.28,86.70,68.1,159.9,26.32,0.10,1215.6,4.4,3,621.2,0.0999
2026-03-04T17:36:52,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,66.091,10.124,76.215,13.28,0.00,512.0,159.9,25.30,0.02,1265.0,1.0,3,605.2,0.1040
2026-03-04T17:37:13,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.906,5.806,43.713,13.28,86.70,68.1,159.9,44.10,0.01,725.6,0.2,3,357.4,0.0596
2026-03-04T17:37:32,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.623,5.763,43.386,13.28,0.00,512.0,159.9,44.44,0.13,720.1,2.1,3,341.4,0.0592
2026-03-04T17:37:50,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,75.198,11.519,86.717,13.28,86.70,68.1,159.9,22.23,0.09,1439.4,5.7,3,363.7,0.1183
2026-03-04T17:38:05,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,fwsvd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,74.177,11.362,85.539,13.28,0.00,512.0,159.9,22.54,0.01,1419.8,0.9,3,342.8,0.1167
2026-03-04T17:38:29,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.801,3.952,29.753,13.28,86.70,68.1,159.9,64.80,0.14,493.9,1.1,3,1005.2,0.0406
2026-03-04T17:38:50,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.680,5.006,37.685,13.28,0.00,512.0,159.9,51.16,0.07,625.5,0.9,3,989.2,0.0514
2026-03-04T17:39:07,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.619,9.745,73.364,13.28,86.70,68.1,159.9,26.28,0.09,1217.7,3.9,3,621.2,0.1001
2026-03-04T17:39:20,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,66.077,10.122,76.198,13.28,0.00,512.0,159.9,25.30,0.04,1264.8,1.9,3,605.2,0.1040
2026-03-04T17:39:41,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.851,5.798,43.649,13.28,86.70,68.1,159.9,44.17,0.05,724.5,0.8,3,357.4,0.0595
2026-03-04T17:40:00,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.642,5.766,43.408,13.28,0.00,512.0,159.9,44.41,0.05,720.5,0.9,3,341.4,0.0592
2026-03-04T17:40:20,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,75.079,11.501,86.580,13.28,86.70,68.1,159.9,22.27,0.11,1437.1,7.4,3,363.7,0.1181
2026-03-04T17:40:35,textattack/bert-base-uncased-RTE,ra48_rf256_rw208_per_head,192d147,rte,drone,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,73.993,11.334,85.327,13.28,0.00,512.0,159.9,22.59,0.05,1416.3,3.2,3,342.8,0.1164
2026-03-04T17:40:59,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,naive,,bf16,512,32,real,,,1.8649,0.0813,1.9462,28.560,1.245,29.805,4.18,86.70,68.1,161.1,65.30,0.13,490.1,1.0,3,1012.1,0.0407
2026-03-04T17:41:20,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,naive,,bf16,512,32,synthetic,42,30522,1.8649,0.0813,1.9462,36.223,1.579,37.802,4.18,0.00,512.0,161.1,51.48,0.09,621.6,1.1,3,996.4,0.0516
2026-03-04T17:41:38,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,sdpa,flash,bf16,512,32,real,,,1.8649,0.0813,1.9462,68.556,2.988,71.544,4.18,86.70,68.1,161.1,27.20,0.06,1176.4,2.7,3,628.1,0.0976
2026-03-04T17:41:53,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.8649,0.0813,1.9462,71.445,3.114,74.559,4.18,0.00,512.0,161.1,26.10,0.02,1225.9,1.0,3,612.4,0.1017
2026-03-04T17:42:15,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,flashsvd,,bf16,512,32,real,,,1.8649,0.0813,1.9462,41.720,1.818,43.538,4.18,86.70,68.1,161.1,44.70,0.02,715.9,0.3,3,366.7,0.0594
2026-03-04T17:42:34,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,flashsvd,,bf16,512,32,synthetic,42,30522,1.8649,0.0813,1.9462,41.490,1.808,43.298,4.18,0.00,512.0,161.1,44.95,0.06,711.9,0.9,3,351.1,0.0591
2026-03-04T17:42:51,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,flashsvd15,,bf16,512,32,real,,,1.8649,0.0813,1.9462,93.356,4.069,97.425,4.18,86.70,68.1,161.1,19.98,0.02,1601.9,1.5,3,365.4,0.1329
2026-03-04T17:43:06,textattack/bert-base-uncased-RTE,b0.527_per_head,192d147,rte,adasvd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.8649,0.0813,1.9462,89.931,3.920,93.851,4.18,0.00,512.0,161.1,20.74,0.04,1543.2,2.6,3,349.7,0.1280
2026-03-04T17:43:31,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.796,3.951,29.748,13.28,93.93,31.1,159.9,64.81,0.14,493.8,1.1,3,1005.2,0.0406
2026-03-04T17:43:50,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.686,5.007,37.693,13.28,0.00,512.0,159.9,51.15,0.05,625.6,0.6,3,989.2,0.0514
2026-03-04T17:44:06,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.565,9.737,73.302,13.28,93.93,31.1,159.9,26.30,0.09,1216.7,4.2,3,621.2,0.1000
2026-03-04T17:44:21,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,66.121,10.128,76.249,13.28,0.00,512.0,159.9,25.28,0.02,1265.6,1.1,3,605.2,0.1040
2026-03-04T17:44:43,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.938,5.811,43.749,13.28,93.93,31.1,159.9,44.07,0.04,726.2,0.7,3,357.4,0.0597
2026-03-04T17:45:03,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.548,5.752,43.299,13.28,0.00,512.0,159.9,44.53,0.06,718.7,0.9,3,341.4,0.0591
2026-03-04T17:45:21,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,75.366,11.545,86.911,13.28,93.93,31.1,159.9,22.18,0.11,1442.6,7.0,3,358.8,0.1186
2026-03-04T17:45:36,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,svd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,74.163,11.360,85.524,13.28,0.00,512.0,159.9,22.54,0.04,1419.6,2.4,3,342.8,0.1167
2026-03-04T17:45:58,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.802,3.952,29.754,13.28,93.93,31.1,159.9,64.79,0.14,493.9,1.1,3,1005.2,0.0406
2026-03-04T17:46:19,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.691,5.008,37.699,13.28,0.00,512.0,159.9,51.14,0.06,625.7,0.7,3,989.2,0.0514
2026-03-04T17:46:36,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.304,9.697,73.001,13.28,93.93,31.1,159.9,26.41,0.02,1211.7,1.0,3,621.2,0.0996
2026-03-04T17:46:49,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,66.028,10.114,76.142,13.28,0.00,512.0,159.9,25.32,0.03,1263.8,1.4,3,605.2,0.1039
2026-03-04T17:47:09,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.864,5.800,43.663,13.28,93.93,31.1,159.9,44.15,0.07,724.7,1.2,3,357.4,0.0596
2026-03-04T17:47:28,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.547,5.751,43.298,13.28,0.00,512.0,159.9,44.53,0.08,718.7,1.2,3,341.4,0.0591
2026-03-04T17:47:46,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,74.768,11.453,86.221,13.28,93.93,31.1,159.9,22.36,0.03,1431.1,1.9,3,358.8,0.1176
2026-03-04T17:48:01,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,fwsvd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,73.882,11.317,85.199,13.28,0.00,512.0,159.9,22.63,0.01,1414.2,0.9,3,342.8,0.1162
2026-03-04T17:48:25,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,naive,,bf16,512,32,real,,,1.6718,0.2561,1.9279,25.801,3.952,29.753,13.28,93.93,31.1,159.9,64.80,0.15,493.9,1.2,3,1005.2,0.0406
2026-03-04T17:48:44,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,naive,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,32.687,5.007,37.694,13.28,0.00,512.0,159.9,51.15,0.07,625.7,0.8,3,989.2,0.0514
2026-03-04T17:49:03,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,sdpa,flash,bf16,512,32,real,,,1.6718,0.2561,1.9279,63.420,9.715,73.135,13.28,93.93,31.1,159.9,26.36,0.10,1213.9,4.5,3,621.2,0.0998
2026-03-04T17:49:18,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,sdpa,flash,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,65.974,10.106,76.080,13.28,0.00,512.0,159.9,25.34,0.04,1262.8,2.1,3,605.2,0.1038
2026-03-04T17:49:39,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,flashsvd,,bf16,512,32,real,,,1.6718,0.2561,1.9279,37.823,5.794,43.617,13.28,93.93,31.1,159.9,44.20,0.07,724.0,1.1,3,357.4,0.0595
2026-03-04T17:49:58,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,flashsvd,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,37.466,5.739,43.205,13.28,0.00,512.0,159.9,44.62,0.08,717.1,1.2,3,341.4,0.0589
2026-03-04T17:50:16,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,flashsvd15,,bf16,512,32,real,,,1.6718,0.2561,1.9279,75.058,11.497,86.556,13.28,93.93,31.1,159.9,22.27,0.10,1436.7,6.3,3,358.8,0.1181
2026-03-04T17:50:30,textattack/bert-base-uncased-STS-B,ra48_rf256_rw208_per_head,192d147,stsb,drone,flashsvd15,,bf16,512,32,synthetic,42,30522,1.6718,0.2561,1.9279,73.912,11.322,85.234,13.28,0.00,512.0,159.9,22.62,0.04,1414.8,2.8,3,342.8,0.1163
2026-03-04T17:50:56,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,naive,,bf16,512,32,real,,,1.8774,0.1049,1.9823,28.647,1.601,30.248,5.29,93.93,31.1,163.8,65.53,0.13,488.3,1.0,3,1014.0,0.0413
2026-03-04T17:51:18,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,naive,,bf16,512,32,synthetic,42,30522,1.8774,0.1049,1.9823,36.241,2.026,38.267,5.29,0.00,512.0,163.8,51.80,0.06,617.7,0.8,3,997.9,0.0522
2026-03-04T17:51:35,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,sdpa,flash,bf16,512,32,real,,,1.8774,0.1049,1.9823,68.411,3.824,72.235,5.29,93.93,31.1,163.8,27.44,0.07,1166.1,2.9,3,630.0,0.0985
2026-03-04T17:51:50,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,sdpa,flash,bf16,512,32,synthetic,42,30522,1.8774,0.1049,1.9823,71.065,3.972,75.037,5.29,0.00,512.0,163.8,26.42,0.02,1211.3,0.9,3,613.9,0.1024
2026-03-04T17:52:12,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,flashsvd,,bf16,512,32,real,,,1.8774,0.1049,1.9823,41.633,2.327,43.960,5.29,93.93,31.1,163.8,45.09,0.09,709.6,1.4,3,367.1,0.0600
2026-03-04T17:52:32,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,flashsvd,,bf16,512,32,synthetic,42,30522,1.8774,0.1049,1.9823,41.517,2.321,43.838,5.29,0.00,512.0,163.8,45.22,0.01,707.7,0.1,3,351.6,0.0598
2026-03-04T17:52:51,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,flashsvd15,,bf16,512,32,real,,,1.8774,0.1049,1.9823,87.673,4.901,92.573,5.29,93.93,31.1,163.8,21.41,0.08,1494.4,5.4,3,367.2,0.1263
2026-03-04T17:53:07,textattack/bert-base-uncased-STS-B,b0.527_per_head,192d147,stsb,adasvd,flashsvd15,,bf16,512,32,synthetic,42,30522,1.8774,0.1049,1.9823,85.404,4.774,90.178,5.29,0.00,512.0,163.8,21.98,0.07,1455.7,4.8,3,351.2,0.1230
